province_id,province_vi,region,region_id,year,D1,D2,D3,D4,D5,D6,D7,D8,total_papi,total_papi_6dim,total_official,n_dims,rank_year,tier
10,Phú Thọ,Trung du và miền núi phía Bắc,1,2016,5.6112394,6.4777436,5.591481,6.6734605,7.3631024,6.8160596,,,38.53309,38.53309,,6,4,Cao nhất
11,Điện Biên,Trung du và miền núi phía Bắc,1,2016,5.54899,6.0494733,4.755337,6.1764064,7.1260214,6.7860684,,,36.4423,36.442295,,6,25,TB cao
12,Lai Châu,Trung du và miền núi phía Bắc,1,2016,5.0910683,5.3691306,4.330191,5.3956456,7.2283025,6.4618206,,,33.87616,33.87616,,6,57,Thấp nhất
13,Sơn La,Trung du và miền núi phía Bắc,1,2016,5.4829307,5.4778695,4.5279355,6.1282315,7.104685,6.8270144,,,35.548668,35.548664,,6,37,TB thấp
14,Hòa Bình,Trung du và miền núi phía Bắc,1,2016,5.7016,5.955574,5.0741835,5.525936,7.0683994,6.936591,,,36.262283,36.262283,,6,28,TB cao
15,Hà Nội,Đồng bằng sông Hồng,2,2016,5.3376985,5.076181,4.2613835,5.2389445,7.0872335,6.80452,,,33.80596,33.80596,,6,58,Thấp nhất
16,Vĩnh Phúc,Đồng bằng sông Hồng,2,2016,5.64086,5.632907,4.1721764,5.8250327,7.155729,6.989588,,,35.416294,35.416294,,6,41,TB thấp
17,Bắc Ninh,Đồng bằng sông Hồng,2,2016,6.720573,6.487867,4.6324744,5.720113,7.0414143,7.426144,,,38.028587,38.028587,,6,9,Cao nhất
18,Quảng Ninh,Đồng bằng sông Hồng,2,2016,4.859046,4.94476,4.924912,4.887998,6.9384775,6.4234233,,,32.978615,32.97862,,6,62,Thấp nhất
19,Hải Dương,Đồng bằng sông Hồng,2,2016,5.944025,6.142077,5.6809435,6.1830707,6.9635463,7.1150866,,,38.028748,38.028748,,6,8,Cao nhất
20,Hải Phòng,Đồng bằng sông Hồng,2,2016,4.9276786,5.410244,5.2965937,4.7956405,7.3031816,7.814068,,,35.547405,35.547405,,6,38,TB thấp
21,Hưng Yên,Đồng bằng sông Hồng,2,2016,6.01601,5.9167514,5.2750115,5.7266946,7.146149,7.375965,,,37.45658,37.45658,,6,15,Cao nhất
22,Thái Bình,Đồng bằng sông Hồng,2,2016,6.2415576,6.290453,4.426697,6.358981,7.017249,7.391198,,,37.726135,37.726135,,6,13,Cao nhất
23,Hà Nam,Đồng bằng sông Hồng,2,2016,5.5255375,5.4860373,5.6727324,6.122704,7.260165,6.9442706,,,37.011444,37.011448,,6,18,TB cao
24,Nam Định,Đồng bằng sông Hồng,2,2016,5.854945,6.3331003,5.9035993,5.676274,7.0963807,6.8997736,,,37.764072,37.764072,,6,12,Cao nhất
25,Ninh Bình,Đồng bằng sông Hồng,2,2016,5.834318,6.3419843,4.87709,6.062039,6.998506,7.297383,,,37.41132,37.41132,,6,16,Cao nhất
26,Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.4725976,6.0151834,4.357538,6.052792,7.1997466,7.1794825,,,36.27734,36.27734,,6,27,TB cao
27,Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.883611,5.343555,4.9810805,5.498677,7.251431,6.612396,,,35.57075,35.570747,,6,36,TB thấp
28,Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,6.8092866,6.1388373,4.905707,6.724648,7.5147123,7.223264,,,39.316456,39.316452,,6,2,Cao nhất
29,Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,6.1614747,6.2724457,4.9044785,6.283563,7.669574,7.114734,,,38.40627,38.40627,,6,5,Cao nhất
30,Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.965748,6.079281,5.481751,6.55964,7.108556,6.8698883,,,38.064865,38.06486,,6,7,Cao nhất
31,Thừa Thiên Huế,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.102559,5.1397104,5.244911,5.6140356,6.7513256,7.485588,,,35.338127,35.338127,,6,42,TB thấp
32,Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.2748885,6.0238733,5.8166337,6.1004167,7.3365474,8.027691,,,38.58005,38.580048,,6,3,Cao nhất
33,Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.9114714,5.4364357,5.118537,5.916279,6.8168364,6.792438,,,35.991997,35.991997,,6,30,TB cao
34,Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.3360357,5.886715,5.966983,5.7429647,7.435493,6.422164,,,36.79035,36.790356,,6,21,TB cao
35,Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.6006627,6.1059537,4.929651,6.6423373,7.0131693,7.2302284,,,37.522003,37.522003,,6,14,Cao nhất
36,Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,4.6571054,5.605434,4.638539,6.1070256,7.038894,6.6922426,,,34.73924,34.73924,,6,48,Thấp nhất
37,Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,4.8322716,4.940207,4.4356003,5.994659,6.9532976,7.0896735,,,34.24571,34.24571,,6,54,Thấp nhất
38,Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.476952,5.812203,4.694324,6.497758,7.316427,7.42439,,,37.222054,37.222054,,6,17,TB cao
39,Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2016,5.020813,5.102129,5.2005186,5.410277,7.071662,6.975567,,,34.780968,34.780968,,6,47,TB thấp
40,Kon Tum,Tây Nguyên,4,2016,5.190382,5.15392,5.414471,5.3664236,6.799055,6.8789277,,,34.80318,34.80318,,6,46,TB thấp
41,Gia Lai,Tây Nguyên,4,2016,5.465195,5.092511,4.85368,5.4397445,6.9588327,6.6510625,,,34.46103,34.461025,,6,52,Thấp nhất
42,Đắk Lắk,Tây Nguyên,4,2016,5.7898936,5.4898615,4.832871,5.5975885,7.1670613,6.775785,,,35.65306,35.653057,,6,33,TB thấp
43,Đắk Nông,Tây Nguyên,4,2016,5.4293094,5.610696,5.2054043,5.935464,6.7764015,6.9283233,,,35.885597,35.885597,,6,31,TB cao
44,Lâm Đồng,Tây Nguyên,4,2016,5.393431,5.32315,5.1655536,5.4956274,6.8010473,7.020598,,,35.19941,35.19941,,6,43,TB thấp
45,Bình Phước,Đông Nam Bộ,5,2016,5.340886,5.941072,4.8150973,5.4913855,7.045962,6.8955564,,,35.52996,35.529957,,6,39,TB thấp
46,Tây Ninh,Đông Nam Bộ,5,2016,5.2463536,5.6106815,5.334735,6.5068007,7.00058,7.163253,,,36.862404,36.862404,,6,20,TB cao
47,Bình Dương,Đông Nam Bộ,5,2016,4.4705215,5.278157,4.4470887,4.312315,6.953768,7.130433,,,32.59228,32.59228,,6,63,Thấp nhất
48,Đồng Nai,Đông Nam Bộ,5,2016,5.0280128,5.6470523,4.24273,5.9102488,7.1839447,6.8499,,,34.86189,34.86189,,6,45,TB thấp
49,Bà Rịa - Vũng Tàu,Đông Nam Bộ,5,2016,4.8800635,5.505141,5.6531134,5.4672737,6.975508,7.816868,,,36.297966,36.297966,,6,26,TB cao
50,Hồ Chí Minh,Đông Nam Bộ,5,2016,4.6999116,5.752261,4.9167833,5.0314865,6.9959,7.509968,,,34.90631,34.90631,,6,44,TB thấp
51,Long An,Đồng bằng sông Cửu Long,6,2016,5.58568,5.846706,4.530453,6.559136,7.233051,6.951138,,,36.706165,36.706165,,6,22,TB cao
52,Tiền Giang,Đồng bằng sông Cửu Long,6,2016,5.0630918,5.8008833,4.9384,6.9926667,7.2512164,6.515361,,,36.56162,36.56162,,6,23,TB cao
53,Bến Tre,Đồng bằng sông Cửu Long,6,2016,5.1398025,5.77529,5.683494,6.977348,7.4566975,7.333324,,,38.36596,38.365955,,6,6,Cao nhất
54,Trà Vinh,Đồng bằng sông Cửu Long,6,2016,4.429068,4.819333,4.413287,6.161191,6.959501,6.842146,,,33.624527,33.624527,,6,59,Thấp nhất
55,Vĩnh Long,Đồng bằng sông Cửu Long,6,2016,5.124632,5.528664,4.520629,6.365924,7.4276443,7.1092863,,,36.07678,36.07678,,6,29,TB cao
56,Đồng Tháp,Đồng bằng sông Cửu Long,6,2016,5.2829986,5.6014543,5.4675093,6.7701883,7.663415,7.0905547,,,37.87612,37.876118,,6,10,Cao nhất
57,An Giang,Đồng bằng sông Cửu Long,6,2016,4.480678,5.6013722,5.039397,5.764218,7.207783,7.5404325,,,35.63388,35.63388,,6,34,TB thấp
58,Kiên Giang,Đồng bằng sông Cửu Long,6,2016,4.5740404,5.057424,4.133784,5.65599,6.7193136,7.056069,,,33.19662,33.19662,,6,61,Thấp nhất
59,Cần Thơ,Đồng bằng sông Cửu Long,6,2016,5.7932796,5.940704,5.6911807,7.1360626,7.4067135,7.6041856,,,39.57213,39.57213,,6,1,Cao nhất
60,Hậu Giang,Đồng bằng sông Cửu Long,6,2016,5.184701,4.958838,4.5695434,6.3993983,6.9626136,6.555203,,,34.630295,34.6303,,6,50,Thấp nhất
61,Sóc Trăng,Đồng bằng sông Cửu Long,6,2016,5.044725,4.8215947,5.213624,5.7544413,7.434506,7.210568,,,35.479458,35.479458,,6,40,TB thấp
62,Bạc Liêu,Đồng bằng sông Cửu Long,6,2016,4.804978,4.8113475,4.564179,5.383426,6.815893,6.959182,,,33.339005,33.339005,,6,60,Thấp nhất
63,Cà Mau,Đồng bằng sông Cửu Long,6,2016,4.6055174,4.812244,5.1097317,6.118039,7.0105705,6.5666065,,,34.22271,34.22271,,6,55,Thấp nhất
1,Hà Giang,Trung du và miền núi phía Bắc,1,2017,5.023411,5.572124,4.596286,5.3025317,6.7935963,6.6843457,,,33.972294,33.972294,,6,61,Thấp nhất
2,Cao Bằng,Trung du và miền núi phía Bắc,1,2017,5.189715,5.7768784,5.4277763,5.958287,6.778187,6.715803,,,35.846645,35.846645,,6,41,TB thấp
3,Bắc Kạn,Trung du và miền núi phía Bắc,1,2017,5.394559,5.2951756,4.3235855,5.6057105,6.8075085,6.9116435,,,34.33818,34.33818,,6,60,Thấp nhất
4,Tuyên Quang,Trung du và miền núi phía Bắc,1,2017,5.688063,6.134406,5.389397,6.1876054,7.039444,7.058143,,,37.49706,37.49706,,6,19,TB cao
5,Lào Cai,Trung du và miền núi phía Bắc,1,2017,5.2122383,5.8755393,5.5622587,6.534048,6.8097196,7.0029593,,,36.996765,36.99676,,6,28,TB cao
6,Yên Bái,Trung du và miền núi phía Bắc,1,2017,5.0248055,5.197022,4.5462627,5.8039093,7.0493875,6.7549973,,,34.37638,34.37638,,6,59,Thấp nhất
7,Thái Nguyên,Trung du và miền núi phía Bắc,1,2017,6.091667,6.204551,5.3253155,5.6799626,7.1632524,7.0636573,,,37.528404,37.528404,,6,17,TB cao
8,Lạng Sơn,Trung du và miền núi phía Bắc,1,2017,5.2383294,5.2783704,4.763943,5.823544,6.9333825,6.9260154,,,34.963585,34.963585,,6,52,Thấp nhất
9,Bắc Giang,Trung du và miền núi phía Bắc,1,2017,6.037317,5.8143945,4.951405,6.1489797,7.16062,7.0558558,,,37.16857,37.16857,,6,26,TB cao
10,Phú Thọ,Trung du và miền núi phía Bắc,1,2017,5.3638897,6.1902943,4.9661884,6.5603867,7.418926,6.782237,,,37.28192,37.28192,,6,23,TB cao
11,Điện Biên,Trung du và miền núi phía Bắc,1,2017,4.9884534,5.627466,5.061373,6.2497144,6.988772,6.868732,,,35.784508,35.784508,,6,43,TB thấp
12,Lai Châu,Trung du và miền núi phía Bắc,1,2017,4.8571234,5.139941,4.097179,5.3236685,6.8888044,6.7898917,,,33.096607,33.096607,,6,63,Thấp nhất
13,Sơn La,Trung du và miền núi phía Bắc,1,2017,5.3504734,5.4559784,5.139862,6.081858,6.935006,6.6668134,,,35.62999,35.62999,,6,47,TB thấp
14,Hòa Bình,Trung du và miền núi phía Bắc,1,2017,5.7976966,5.820069,5.2966647,5.9776564,7.1296177,7.2426734,,,37.264378,37.264378,,6,24,TB cao
15,Hà Nội,Đồng bằng sông Hồng,2,2017,5.2509527,5.265073,4.6120553,5.5218587,6.9653497,7.0160146,,,34.631306,34.6313,,6,56,Thấp nhất
16,Vĩnh Phúc,Đồng bằng sông Hồng,2,2017,5.2778726,5.315242,4.7917547,6.3395157,7.158129,7.002924,,,35.885437,35.885437,,6,38,TB thấp
17,Bắc Ninh,Đồng bằng sông Hồng,2,2017,6.3924975,6.2935047,5.0875106,6.3357835,7.3411646,7.7538533,,,39.204315,39.204315,,6,4,Cao nhất
18,Quảng Ninh,Đồng bằng sông Hồng,2,2017,5.908883,5.8508005,4.8171253,6.282138,7.0307417,6.830081,,,36.719772,36.719772,,6,32,TB thấp
19,Hải Dương,Đồng bằng sông Hồng,2,2017,6.2821693,6.417253,4.9437428,6.613861,7.1751494,7.2960234,,,38.7282,38.7282,,6,6,Cao nhất
20,Hải Phòng,Đồng bằng sông Hồng,2,2017,5.216239,6.111527,5.143568,4.3623953,7.474358,7.4997406,,,35.807827,35.807827,,6,42,TB thấp
21,Hưng Yên,Đồng bằng sông Hồng,2,2017,5.8617816,5.366099,5.0929766,5.1478205,6.9310827,7.462559,,,35.86232,35.86232,,6,40,TB thấp
22,Thái Bình,Đồng bằng sông Hồng,2,2017,6.1174583,5.9232244,5.7401834,6.2424254,7.069336,7.217283,,,38.309914,38.30991,,6,9,Cao nhất
23,Hà Nam,Đồng bằng sông Hồng,2,2017,5.96356,5.6537285,6.078688,5.833863,6.942693,7.106308,,,37.578842,37.578842,,6,16,Cao nhất
24,Nam Định,Đồng bằng sông Hồng,2,2017,5.8115664,6.079891,6.247622,6.505349,7.4731913,7.197215,,,39.314835,39.314835,,6,3,Cao nhất
25,Ninh Bình,Đồng bằng sông Hồng,2,2017,5.6921687,6.2271166,5.191188,6.098135,7.3676715,7.1717224,,,37.748,37.748,,6,13,Cao nhất
26,Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.299955,5.845718,5.252438,6.5984807,7.2754526,7.0755134,,,37.347557,37.347557,,6,20,TB cao
27,Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.633553,5.51083,5.0228086,5.855597,7.0499496,6.6811576,,,35.7539,35.753895,,6,44,TB thấp
28,Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,6.4058723,6.3585777,4.654139,6.5566964,7.1146245,7.10679,,,38.1967,38.196697,,6,12,Cao nhất
29,Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.8081546,6.4712243,5.4180264,7.1504283,7.45398,7.225594,,,39.52741,39.52741,,6,1,Cao nhất
30,Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.614871,5.920826,5.5125103,6.321844,6.8883204,7.3750973,,,37.63347,37.63347,,6,15,Cao nhất
31,Thừa Thiên Huế,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.177451,5.4969163,4.7392273,6.212055,7.083101,7.3232775,,,36.03203,36.03203,,6,37,TB thấp
32,Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.1593437,5.510844,4.7130203,6.9601817,7.4098153,7.4526577,,,37.205864,37.205864,,6,25,TB cao
33,Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.967687,5.4589725,4.980875,6.730583,6.976028,6.9623823,,,37.07653,37.07653,,6,27,TB cao
34,Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,4.938002,5.2649894,5.45475,6.6214805,7.323862,6.64982,,,36.252907,36.252903,,6,35,TB thấp
35,Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.512038,5.723892,5.3604717,7.1901937,7.251824,7.309239,,,38.347656,38.347656,,6,8,Cao nhất
36,Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.0864706,5.518837,5.3034253,6.2321887,7.123087,7.0133843,,,36.277393,36.277393,,6,34,TB thấp
37,Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.2102385,5.4226327,4.84317,5.975087,6.8942266,7.2300334,,,35.57539,35.57539,,6,48,Thấp nhất
38,Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,5.0838747,5.4851584,5.1437683,6.6392865,7.3030343,7.276115,,,36.931236,36.931236,,6,30,TB cao
39,Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2017,4.8564897,5.1229534,4.5644717,6.351864,7.064605,6.8817706,,,34.842155,34.842155,,6,54,Thấp nhất
40,Kon Tum,Tây Nguyên,4,2017,5.189234,5.0856133,5.4007015,5.4282017,7.111851,6.902324,,,35.117928,35.117924,,6,50,Thấp nhất
41,Gia Lai,Tây Nguyên,4,2017,5.286696,5.47423,4.2783704,5.710668,6.9934278,6.800269,,,34.543663,34.54366,,6,58,Thấp nhất
42,Đắk Lắk,Tây Nguyên,4,2017,5.2109456,5.169754,4.8155174,5.2028437,7.241484,7.00293,,,34.643475,34.643475,,6,55,Thấp nhất
43,Đắk Nông,Tây Nguyên,4,2017,5.247921,5.60666,4.3973994,5.090811,7.1802754,7.046189,,,34.569256,34.569256,,6,57,Thấp nhất
44,Lâm Đồng,Tây Nguyên,4,2017,5.5804987,5.3327928,4.5118403,5.960229,6.8133774,7.0089784,,,35.207718,35.207718,,6,49,Thấp nhất
45,Bình Phước,Đông Nam Bộ,5,2017,5.2665358,5.928512,5.4349904,5.940689,7.548331,6.877344,,,36.9964,36.9964,,6,29,TB cao
46,Tây Ninh,Đông Nam Bộ,5,2017,4.9217024,5.59101,5.399018,6.8888426,7.38642,7.147477,,,37.334473,37.33447,,6,22,TB cao
47,Bình Dương,Đông Nam Bộ,5,2017,4.333288,5.5402417,5.0460353,4.991746,6.9693356,6.60592,,,33.486565,33.48657,,6,62,Thấp nhất
48,Đồng Nai,Đông Nam Bộ,5,2017,5.294135,5.6916027,5.2103925,6.346078,7.425093,6.932289,,,36.89959,36.89959,,6,31,TB cao
49,Bà Rịa - Vũng Tàu,Đông Nam Bộ,5,2017,5.590673,6.3374257,5.1790395,6.7532754,7.228951,7.825727,,,38.915092,38.91509,,6,5,Cao nhất
50,Hồ Chí Minh,Đông Nam Bộ,5,2017,4.6962433,5.9334536,5.1492996,5.464651,7.0400944,7.59967,,,35.883415,35.88341,,6,39,TB thấp
51,Long An,Đồng bằng sông Cửu Long,6,2017,5.4242687,6.177075,4.926612,7.2251186,7.2634654,7.282765,,,38.299305,38.299305,,6,11,Cao nhất
52,Tiền Giang,Đồng bằng sông Cửu Long,6,2017,4.826642,5.21339,4.719706,6.960179,7.300766,6.618098,,,35.63878,35.63878,,6,46,TB thấp
53,Bến Tre,Đồng bằng sông Cửu Long,6,2017,5.6041965,5.9927115,5.3943195,7.162267,7.692492,7.6707416,,,39.51673,39.516727,,6,2,Cao nhất
54,Trà Vinh,Đồng bằng sông Cửu Long,6,2017,5.2732267,5.2119536,4.4253855,6.7115397,7.427856,7.2823343,,,36.332294,36.332294,,6,33,TB thấp
55,Vĩnh Long,Đồng bằng sông Cửu Long,6,2017,4.9148474,5.4222007,5.559978,6.676583,7.303366,7.78201,,,37.658985,37.658985,,6,14,Cao nhất
56,Đồng Tháp,Đồng bằng sông Cửu Long,6,2017,5.187058,5.801688,5.3449535,6.3205686,7.5994883,7.083149,,,37.336906,37.336906,,6,21,TB cao
57,An Giang,Đồng bằng sông Cửu Long,6,2017,5.2445455,5.8857884,4.5562987,6.9476547,7.263467,7.6142097,,,37.511963,37.511963,,6,18,TB cao
58,Kiên Giang,Đồng bằng sông Cửu Long,6,2017,5.1901116,5.2608933,4.4568653,6.2695003,7.067014,7.46866,,,35.713047,35.713043,,6,45,TB thấp
59,Cần Thơ,Đồng bằng sông Cửu Long,6,2017,5.555419,6.1181445,5.0401144,7.155165,6.952831,7.479682,,,38.301353,38.301353,,6,10,Cao nhất
60,Hậu Giang,Đồng bằng sông Cửu Long,6,2017,4.548573,5.453082,5.4339657,6.61324,7.144798,6.9809933,,,36.174652,36.174652,,6,36,TB thấp
61,Sóc Trăng,Đồng bằng sông Cửu Long,6,2017,4.8028164,4.988208,4.6567154,6.446083,7.15646,7.0535994,,,35.10388,35.10388,,6,51,Thấp nhất
62,Bạc Liêu,Đồng bằng sông Cửu Long,6,2017,5.792016,6.3332014,4.9181743,6.8496947,7.4040184,7.426376,,,38.72348,38.72348,,6,7,Cao nhất
63,Cà Mau,Đồng bằng sông Cửu Long,6,2017,4.6476727,5.3226023,5.169138,6.2611566,7.269046,6.2804766,,,34.950092,34.950092,,6,53,Thấp nhất
1,Hà Giang,Trung du và miền núi phía Bắc,1,2018,5.2612214,5.345124,4.81671,6.161825,7.297372,6.858574,4.56505,3.4226997,43.728577,35.740826,,8,34,TB thấp
2,Cao Bằng,Trung du và miền núi phía Bắc,1,2018,5.3646297,5.294187,5.153909,6.493711,6.954841,6.7258897,4.9154763,3.173345,44.07599,35.98717,,8,31,TB thấp
3,Bắc Kạn,Trung du và miền núi phía Bắc,1,2018,5.301211,5.365598,5.045471,6.445158,7.3954134,7.0030603,4.8864822,2.920166,44.36256,36.555912,,8,29,TB cao
4,Tuyên Quang,Trung du và miền núi phía Bắc,1,2018,5.7795663,5.3748493,5.1394167,6.248112,7.3414636,7.183629,4.3696713,3.472928,44.909637,37.067036,,8,17,TB cao
5,Lào Cai,Trung du và miền núi phía Bắc,1,2018,5.412219,5.4480195,4.8938937,6.376172,7.3253694,7.172312,4.30349,3.441649,44.373123,36.627987,,8,28,TB cao
6,Yên Bái,Trung du và miền núi phía Bắc,1,2018,5.5224695,5.258777,5.018224,6.2632384,7.656323,7.1581316,4.514816,3.40396,44.795937,36.877163,,8,19,TB cao
7,Thái Nguyên,Trung du và miền núi phía Bắc,1,2018,5.8036313,5.9953556,5.601267,6.2075214,7.597583,7.029667,3.656512,3.7644742,45.656013,38.235023,,8,12,Cao nhất
8,Lạng Sơn,Trung du và miền núi phía Bắc,1,2018,5.5416927,5.85091,5.1637855,7.0667734,7.6616025,7.1449084,5.194946,3.4287117,47.05333,38.429672,,8,1,Cao nhất
9,Bắc Giang,Trung du và miền núi phía Bắc,1,2018,5.8393574,5.761758,4.9075227,6.573548,7.7021275,7.3672204,4.8808284,3.801344,46.833706,38.151535,,8,3,Cao nhất
10,Phú Thọ,Trung du và miền núi phía Bắc,1,2018,5.4616904,5.4118423,4.9466443,7.0778785,7.460539,6.86791,4.641976,2.8472629,44.715744,37.226505,,8,20,TB cao
11,Điện Biên,Trung du và miền núi phía Bắc,1,2018,4.9511366,5.398293,4.771644,6.4574394,7.195051,6.9583173,4.8480816,2.8111262,43.39109,35.731884,,8,40,TB thấp
12,Lai Châu,Trung du và miền núi phía Bắc,1,2018,5.261253,5.2312846,4.869429,6.687099,7.53936,7.01059,4.7157726,3.1039598,44.418747,36.59902,,8,26,TB cao
13,Sơn La,Trung du và miền núi phía Bắc,1,2018,5.304954,5.161041,5.1122394,6.5229073,7.4914684,6.9532123,4.492702,2.7409463,43.779472,36.545822,,8,32,TB thấp
14,Hòa Bình,Trung du và miền núi phía Bắc,1,2018,5.875386,5.4192333,4.8547587,6.1347795,7.3205404,7.3127437,3.8900764,3.6572683,44.464783,36.917442,,8,24,TB cao
15,Hà Nội,Đồng bằng sông Hồng,2,2018,5.215618,5.0868897,4.611254,6.0759053,7.4994454,6.9270844,3.5837457,3.3195248,42.319466,35.416195,,8,54,Thấp nhất
16,Vĩnh Phúc,Đồng bằng sông Hồng,2,2018,5.960288,5.1591525,5.0539336,7.0642276,7.463074,6.915986,4.0827556,3.3676116,45.06703,37.61666,,8,16,TB cao
17,Bắc Ninh,Đồng bằng sông Hồng,2,2018,5.6471734,5.515112,5.151428,6.6215405,7.3558803,7.361326,4.498277,3.5865848,45.73732,37.65246,,8,10,Cao nhất
18,Quảng Ninh,Đồng bằng sông Hồng,2,2018,5.855681,,5.104842,,7.9470267,7.4371033,5.9338593,3.704681,,,,6,,
19,Hải Dương,Đồng bằng sông Hồng,2,2018,5.8282595,5.3434095,4.7164474,6.2252855,7.257165,7.169497,4.1951585,3.0221112,43.75733,36.540066,,8,33,TB thấp
20,Hải Phòng,Đồng bằng sông Hồng,2,2018,5.4423413,5.0833945,4.8713813,5.516775,7.4028535,7.135508,3.6964667,3.6517317,42.800453,35.452255,,8,49,Thấp nhất
21,Hưng Yên,Đồng bằng sông Hồng,2,2018,5.6526423,4.966155,4.935389,6.5336914,7.354039,7.339763,3.5364537,3.2623763,43.58051,36.78168,,8,37,TB thấp
22,Thái Bình,Đồng bằng sông Hồng,2,2018,6.1640124,5.7352786,4.959736,6.493348,7.2838254,7.2235928,4.21657,3.045876,45.12224,37.859795,,8,15,Cao nhất
23,Hà Nam,Đồng bằng sông Hồng,2,2018,5.5136604,5.353643,4.83462,5.983913,7.5892944,7.530685,3.5901902,3.1436322,43.53964,36.805817,,8,38,TB thấp
24,Nam Định,Đồng bằng sông Hồng,2,2018,5.4011564,5.631327,4.738866,6.578161,7.4897738,7.445677,4.466456,2.8769922,44.62841,37.284958,,8,22,TB cao
25,Ninh Bình,Đồng bằng sông Hồng,2,2018,5.4699554,5.552429,5.093444,6.9356384,7.568575,7.348954,4.6262784,3.2122903,45.807564,37.968998,,8,9,Cao nhất
26,Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.572219,5.7021646,5.315747,6.3567877,7.4936395,7.1734505,4.6182957,3.4546044,45.68691,37.614006,,8,11,Cao nhất
27,Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.9849777,5.673759,5.4773574,6.5267987,7.5275984,7.2006164,4.4785166,3.7027369,46.57236,38.391106,,8,4,Cao nhất
28,Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.9489694,5.6756887,5.5406103,6.6013007,7.625574,6.966876,4.3890533,3.3226278,46.0707,38.35902,,8,7,Cao nhất
29,Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.5649943,5.706756,5.5666184,6.7940664,7.6490245,7.279707,4.7584295,2.9532716,46.27287,38.561165,,8,5,Cao nhất
30,Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.6166453,5.5251265,5.505624,7.3695393,7.1946535,7.0617146,4.7619214,3.0482082,46.08343,38.273304,,8,6,Cao nhất
31,Thừa Thiên Huế,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,4.8522243,5.3997936,4.3841925,6.7560205,7.3711715,7.0012445,4.7884784,2.651918,43.205044,35.76465,,8,43,TB thấp
32,Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.132694,5.653581,4.551835,6.510013,7.494908,7.676857,4.103612,4.237659,45.361156,37.01989,,8,14,Cao nhất
33,Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.271428,5.049155,4.988571,6.6409926,7.015795,7.0223627,4.681519,2.4653041,43.13513,35.988304,,8,44,TB thấp
34,Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,5.3661017,4.818913,5.024954,6.0792913,7.0476274,6.7190123,4.343534,1.9329165,41.33235,35.0559,,8,60,Thấp nhất
35,Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,4.8711963,4.8332014,4.518644,6.2339783,6.8980217,6.935574,4.018246,2.733485,41.042347,34.290615,,8,61,Thấp nhất
36,Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,3,2018,4.8040733,4.9341483,4.9536524,6.5602417,7.1370206,6.9484525,4.933311,2.1572478,42.42815,35.33759,,8,51,Thấp nhất
