province_id,year,code,score
14,2011,D3,6.053757
14,2011,D4,5.717377
14,2011,D5,6.677558
14,2011,D6,6.647443
15,2011,D1,5.76248
15,2011,D2,5.993628
15,2011,D3,5.728503
15,2011,D4,4.999064
15,2011,D5,6.86417
15,2011,D6,7.057175
16,2011,D1,5.45946
16,2011,D2,5.376756
16,2011,D3,5.662301
16,2011,D4,5.627712
16,2011,D5,6.728115
16,2011,D6,6.929915
17,2011,D1,5.945492
17,2011,D2,5.300251
17,2011,D3,5.536696
17,2011,D4,4.756677
17,2011,D5,6.873471
17,2011,D6,6.731758
18,2011,D1,5.50693
18,2011,D2,5.563884
18,2011,D3,5.981915
18,2011,D4,4.581821
18,2011,D5,6.595512
18,2011,D6,6.678566
19,2011,D1,5.680454
19,2011,D2,5.892763
19,2011,D3,6.270883
19,2011,D4,5.508252
19,2011,D5,6.533383
19,2011,D6,7.013973
20,2011,D1,5.178622
20,2011,D2,5.307114
20,2011,D3,4.773243
20,2011,D4,4.595267
20,2011,D5,7.010265
20,2011,D6,7.332496
21,2011,D1,5.107419
21,2011,D2,5.031453
21,2011,D3,5.145127
21,2011,D4,4.942143
21,2011,D5,6.81072
21,2011,D6,6.461293
22,2011,D1,5.334291
22,2011,D2,5.845027
22,2011,D3,6.422015
22,2011,D4,5.106078
22,2011,D5,6.811929
22,2011,D6,6.630406
23,2011,D1,5.352929
23,2011,D2,5.570489
23,2011,D3,6.249077
23,2011,D4,5.580551
23,2011,D5,6.702801
23,2011,D6,6.216433
24,2011,D1,5.379339
24,2011,D2,6.65163
24,2011,D3,6.295915
24,2011,D4,5.912676
24,2011,D5,7.374056
24,2011,D6,6.770439
25,2011,D1,4.882277
25,2011,D2,5.231442
25,2011,D3,5.078667
25,2011,D4,4.931393
25,2011,D5,7.017153
25,2011,D6,6.459054
26,2011,D1,5.543016
26,2011,D2,5.964661
26,2011,D3,5.943183
26,2011,D4,5.735574
26,2011,D5,7.260157
26,2011,D6,6.782002
27,2011,D1,5.40526
27,2011,D2,5.93751
27,2011,D3,6.318358
27,2011,D4,5.372231
27,2011,D5,6.836513
27,2011,D6,6.413505
28,2011,D1,5.629052
28,2011,D2,6.684592
28,2011,D3,6.511307
28,2011,D4,5.918511
28,2011,D5,7.151428
28,2011,D6,6.854278
29,2011,D1,6.293084
29,2011,D2,6.350776
29,2011,D3,6.570911
29,2011,D4,6.451807
29,2011,D5,7.465513
29,2011,D6,7.21983
30,2011,D1,5.883188
30,2011,D2,6.09556
30,2011,D3,6.984396
30,2011,D4,5.794321
30,2011,D5,7.311706
30,2011,D6,7.040849
31,2011,D1,5.276932
31,2011,D2,5.354371
31,2011,D3,5.330616
31,2011,D4,5.706082
31,2011,D5,6.644399
31,2011,D6,6.970898
32,2011,D1,5.278487
32,2011,D2,5.456141
32,2011,D3,5.790415
32,2011,D4,6.083569
32,2011,D5,7.332107
32,2011,D6,7.430041
33,2011,D1,5.329458
33,2011,D2,5.71666
