province_id,year,code,score
53,2013,D4,6.504875
53,2013,D5,7.282234
53,2013,D6,6.881066
54,2013,D1,5.193829
54,2013,D2,5.963862
54,2013,D3,5.993282
54,2013,D4,6.493532
54,2013,D5,6.419325
54,2013,D6,6.900395
55,2013,D1,4.983923
55,2013,D2,5.719668
55,2013,D3,5.164208
55,2013,D4,6.868273
55,2013,D5,7.050932
55,2013,D6,7.759428
56,2013,D1,4.636302
56,2013,D2,5.02873
56,2013,D3,5.492524
56,2013,D4,6.031972
56,2013,D5,6.732641
56,2013,D6,6.589362
57,2013,D1,4.792465
57,2013,D2,5.297317
57,2013,D3,4.638314
57,2013,D4,6.535287
57,2013,D5,6.679251
57,2013,D6,7.101456
58,2013,D1,4.586549
58,2013,D2,5.169961
58,2013,D3,5.35605
58,2013,D4,6.208075
58,2013,D5,6.735466
58,2013,D6,7.459181
59,2013,D1,5.390443
59,2013,D2,6.045768
59,2013,D3,5.168157
59,2013,D4,7.174639
59,2013,D5,6.845201
59,2013,D6,6.752762
60,2013,D1,5.726117
60,2013,D2,5.556327
60,2013,D3,6.098305
60,2013,D4,6.489192
60,2013,D5,6.89316
60,2013,D6,7.051122
61,2013,D1,4.621329
61,2013,D2,5.437511
61,2013,D3,5.901202
61,2013,D4,6.953246
61,2013,D5,6.368151
61,2013,D6,6.868094
62,2013,D1,4.8369
62,2013,D2,5.239207
62,2013,D3,4.989858
62,2013,D4,6.383119
62,2013,D5,6.370854
62,2013,D6,6.93742
63,2013,D1,4.449255
63,2013,D2,5.41515
63,2013,D3,5.505454
63,2013,D4,6.597187
63,2013,D5,6.586338
63,2013,D6,6.024926
1,2014,D1,4.344393
1,2014,D2,4.936464
1,2014,D3,4.671476
1,2014,D4,5.319895
1,2014,D5,6.418913
1,2014,D6,6.335187
2,2014,D1,4.836926
2,2014,D2,5.432925
2,2014,D3,5.216737
2,2014,D4,5.402818
2,2014,D5,6.543669
2,2014,D6,6.400385
3,2014,D1,5.331256
3,2014,D2,6.205537
3,2014,D3,5.481455
3,2014,D4,6.054775
3,2014,D5,6.710112
3,2014,D6,6.804992
4,2014,D1,5.340539
4,2014,D2,6.429354
4,2014,D3,5.965372
4,2014,D4,6.53689
4,2014,D5,6.806693
4,2014,D6,6.77684
5,2014,D1,5.412144
5,2014,D2,6.624942
5,2014,D3,5.532502
5,2014,D4,5.378219
5,2014,D5,6.881722
5,2014,D6,6.786867
6,2014,D1,5.193882
6,2014,D2,6.317038
6,2014,D3,5.4932
6,2014,D4,5.394553
6,2014,D5,7.001187
6,2014,D6,6.673364
7,2014,D1,5.521908
7,2014,D2,5.819355
7,2014,D3,5.732812
7,2014,D4,5.40799
7,2014,D5,7.166579
7,2014,D6,6.715886
8,2014,D1,4.990617
8,2014,D2,6.622439
8,2014,D3,5.856305
8,2014,D4,6.26675
8,2014,D5,7.065934
8,2014,D6,7.106116
10,2014,D1,5.037911
10,2014,D2,5.785221
10,2014,D3,6.151046
10,2014,D4,6.37753
10,2014,D5,6.981248
10,2014,D6,6.483455
11,2014,D1,4.572456
11,2014,D2,5.829515
11,2014,D3,5.31331
11,2014,D4,4.847033
11,2014,D5,6.75481
11,2014,D6,6.656869
12,2014,D1,4.576239
12,2014,D2,4.802773
12,2014,D3,5.177181
12,2014,D4,5.613084
12,2014,D5,6.553261
12,2014,D6,6.681549
13,2014,D1,4.789366
13,2014,D2,5.664955
13,2014,D3,5.689134
13,2014,D4,6.026382
13,2014,D5,6.636449
13,2014,D6,6.236675
14,2014,D1,5.478205
14,2014,D2,6.501444
14,2014,D3,5.940162
14,2014,D4,6.272914
14,2014,D5,7.005573
14,2014,D6,7.033682
15,2014,D1,5.306829
15,2014,D2,6.006218
15,2014,D3,5.635981
15,2014,D4,5.229061
15,2014,D5,6.802405
15,2014,D6,6.821354
16,2014,D1,5.316336
16,2014,D2,6.009252
16,2014,D3,6.372838
16,2014,D4,5.752437
16,2014,D5,7.24107
16,2014,D6,6.856871
17,2014,D1,5.264646
17,2014,D2,5.21798
17,2014,D3,5.504672
17,2014,D4,5.335624
17,2014,D5,6.825671
17,2014,D6,7.10057
18,2014,D1,5.348964
18,2014,D2,5.474033
18,2014,D3,5.438408
18,2014,D4,5.622664
18,2014,D5,6.402996
18,2014,D6,6.560633
19,2014,D1,5.251472
19,2014,D2,5.757725
19,2014,D3,6.065988
19,2014,D4,5.327963
19,2014,D5,6.786558
19,2014,D6,7.02084
20,2014,D1,4.754235
20,2014,D2,6.04161
20,2014,D3,4.505553
20,2014,D4,4.916721
20,2014,D5,7.083448
20,2014,D6,7.67017
21,2014,D1,4.903127
21,2014,D2,5.718697
21,2014,D3,5.660532
21,2014,D4,5.987293
21,2014,D5,6.518282
21,2014,D6,7.075335
22,2014,D1,5.681632
22,2014,D2,6.799665
22,2014,D3,5.612403
22,2014,D4,6.299724
22,2014,D5,6.812218
22,2014,D6,6.986079
23,2014,D1,5.38939
23,2014,D2,5.740205
23,2014,D3,6.363427
23,2014,D4,6.181289
23,2014,D5,6.708529
23,2014,D6,6.921676
24,2014,D1,5.06412
24,2014,D2,6.822421
24,2014,D3,6.294858
24,2014,D4,6.196775
24,2014,D5,7.23816
24,2014,D6,7.266819
25,2014,D1,4.966778
25,2014,D2,6.13316
25,2014,D3,5.467748
25,2014,D4,6.314884
25,2014,D5,7.130974
25,2014,D6,6.906337
26,2014,D1,5.283776
26,2014,D2,5.967282
26,2014,D3,5.793922
26,2014,D4,6.136946
26,2014,D5,6.826482
26,2014,D6,6.871338
27,2014,D1,4.989612
27,2014,D2,6.117757
27,2014,D3,6.217053
27,2014,D4,5.536351
27,2014,D5,7.033844
27,2014,D6,6.701743
28,2014,D1,5.669497
28,2014,D2,5.812871
28,2014,D3,5.723183
28,2014,D4,6.472073
28,2014,D5,7.166885
28,2014,D6,6.724951
29,2014,D1,5.266743
29,2014,D2,6.191833
29,2014,D3,6.55151
29,2014,D4,6.642113
29,2014,D5,7.331928
29,2014,D6,7.257976
30,2014,D1,5.893736
30,2014,D2,6.676156
30,2014,D3,6.667504
30,2014,D4,6.509211
30,2014,D5,6.982222
30,2014,D6,7.115891
31,2014,D1,5.145447
31,2014,D2,6.018938
31,2014,D3,5.775127
31,2014,D4,6.11532
31,2014,D5,6.67384
31,2014,D6,7.289992
32,2014,D1,4.832156
32,2014,D2,6.160239
32,2014,D3,6.041602
32,2014,D4,5.633354
32,2014,D5,7.613504
32,2014,D6,7.730553
33,2014,D1,4.982928
33,2014,D2,5.597957
33,2014,D3,5.767764
33,2014,D4,6.540109
33,2014,D5,6.555966
33,2014,D6,6.953062
34,2014,D1,5.064489
34,2014,D2,6.653504
34,2014,D3,6.184994
34,2014,D4,6.80467
34,2014,D5,6.756465
34,2014,D6,7.186755
35,2014,D1,5.772822
35,2014,D2,6.295089
35,2014,D3,5.929243
35,2014,D4,6.573321
35,2014,D5,6.701671
35,2014,D6,7.347323
36,2014,D1,4.446579
36,2014,D2,5.178139
36,2014,D3,5.717823
36,2014,D4,5.280844
36,2014,D5,6.428483
36,2014,D6,7.06979
37,2014,D1,4.640225
37,2014,D2,5.182248
37,2014,D3,5.432399
37,2014,D4,5.334412
37,2014,D5,6.708451
37,2014,D6,6.8094
38,2014,D1,3.963161
38,2014,D2,5.081825
38,2014,D3,5.038487
38,2014,D4,6.214525
38,2014,D5,6.709838
38,2014,D6,7.353967
39,2014,D1,4.673031
39,2014,D2,5.734916
39,2014,D3,5.288186
39,2014,D4,6.226382
39,2014,D5,7.104673
39,2014,D6,7.495085
40,2014,D1,4.750922
40,2014,D2,5.408784
40,2014,D3,5.517918
40,2014,D4,5.129385
40,2014,D5,7.021752
40,2014,D6,6.701216
41,2014,D1,5.513556
41,2014,D2,5.345113
41,2014,D3,5.740736
41,2014,D4,5.896186
41,2014,D5,7.307343
41,2014,D6,6.445019
42,2014,D1,4.370178
42,2014,D2,6.393502
42,2014,D3,5.261272
42,2014,D4,6.160064
42,2014,D5,6.847652
42,2014,D6,6.643153
43,2014,D1,5.635555
43,2014,D2,6.021757
43,2014,D3,5.641593
43,2014,D4,5.99027
43,2014,D5,7.068642
43,2014,D6,6.566365
44,2014,D1,5.05987
44,2014,D2,5.745748
44,2014,D3,5.61174
44,2014,D4,6.244159
44,2014,D5,6.737226
44,2014,D6,7.12962
45,2014,D1,4.945031
45,2014,D2,5.711942
45,2014,D3,5.27632
45,2014,D4,5.894135
45,2014,D5,7.138591
45,2014,D6,6.009086
46,2014,D1,4.427047
46,2014,D2,5.08141
46,2014,D3,5.780083
46,2014,D4,6.434372
46,2014,D5,7.017725
46,2014,D6,6.348532
47,2014,D1,5.116319
47,2014,D2,6.117727
47,2014,D3,5.740925
47,2014,D4,7.22568
47,2014,D5,7.051156
47,2014,D6,7.644472
48,2014,D1,4.748907
48,2014,D2,5.42009
48,2014,D3,5.525814
48,2014,D4,5.442304
48,2014,D5,7.2722
48,2014,D6,6.813975
49,2014,D1,5.56625
49,2014,D2,6.585437
49,2014,D3,5.773271
49,2014,D4,5.74264
49,2014,D5,6.843654
49,2014,D6,7.594919
50,2014,D1,4.693834
50,2014,D2,5.84541
50,2014,D3,5.782167
50,2014,D4,6.397514
50,2014,D5,6.847215
50,2014,D6,7.536371
51,2014,D1,4.935528
51,2014,D2,6.728463
51,2014,D3,6.179594
51,2014,D4,6.669854
51,2014,D5,7.209657
51,2014,D6,7.127376
52,2014,D1,4.548759
52,2014,D2,5.388211
52,2014,D3,5.533657
52,2014,D4,6.474493
52,2014,D5,6.939955
52,2014,D6,6.735062
53,2014,D1,4.551163
53,2014,D2,5.78615
53,2014,D3,6.115741
53,2014,D4,6.454791
53,2014,D5,6.766984
53,2014,D6,6.893786
54,2014,D1,4.369359
54,2014,D2,5.619759
54,2014,D3,5.805624
54,2014,D4,6.449008
54,2014,D5,6.877658
54,2014,D6,6.700529
55,2014,D1,4.775074
55,2014,D2,6.299161
55,2014,D3,6.539651
55,2014,D4,7.272801
55,2014,D5,6.986482
55,2014,D6,7.859983
57,2014,D1,4.756897
57,2014,D2,5.583562
57,2014,D3,5.732325
57,2014,D4,7.017166
57,2014,D5,6.889343
57,2014,D6,7.164692
58,2014,D1,4.381222
58,2014,D2,5.069269
58,2014,D3,5.701316
58,2014,D4,5.99188
58,2014,D5,6.909579
58,2014,D6,7.262187
59,2014,D1,4.830733
59,2014,D2,5.060485
59,2014,D3,5.102675
59,2014,D4,5.927576
59,2014,D5,6.594952
59,2014,D6,6.707688
60,2014,D1,4.380045
60,2014,D2,6.064161
60,2014,D3,5.994379
60,2014,D4,6.616528
60,2014,D5,6.77984
60,2014,D6,6.749629
61,2014,D1,4.647972
61,2014,D2,5.447761
61,2014,D3,5.750111
61,2014,D4,6.679101
61,2014,D5,6.425196
61,2014,D6,6.829839
62,2014,D1,4.763083
62,2014,D2,5.372011
62,2014,D3,5.628025
62,2014,D4,6.593053
62,2014,D5,6.709391
62,2014,D6,6.942039
63,2014,D1,5.206726
63,2014,D2,5.795309
63,2014,D3,5.613258
63,2014,D4,7.285778
63,2014,D5,6.814811
63,2014,D6,6.459076
1,2015,D1,3.9248707
1,2015,D2,5.13803
1,2015,D3,4.704545
1,2015,D4,4.756369
1,2015,D5,6.343087
1,2015,D6,6.860514
2,2015,D1,4.534447
2,2015,D2,5.918897
2,2015,D3,4.811921
2,2015,D4,5.4041944
2,2015,D5,6.5094604
2,2015,D6,6.682748
3,2015,D1,4.7232246
3,2015,D2,5.851951
3,2015,D3,5.311238
3,2015,D4,5.4839907
3,2015,D5,6.756352
3,2015,D6,6.781946
4,2015,D1,5.126594
4,2015,D2,6.1333275
4,2015,D3,4.9877095
4,2015,D4,6.1099944
4,2015,D5,6.9571652
4,2015,D6,7.23723
5,2015,D1,4.497755
5,2015,D2,5.941654
5,2015,D3,5.991447
5,2015,D4,5.1970673
5,2015,D5,6.9820285
5,2015,D6,7.1197424
6,2015,D1,4.157199
6,2015,D2,4.9716563
6,2015,D3,5.546785
6,2015,D4,4.960602
6,2015,D5,6.8674397
6,2015,D6,6.449074
7,2015,D1,5.3730044
7,2015,D2,5.956731
7,2015,D3,5.3787556
7,2015,D4,5.8787923
7,2015,D5,7.1828613
7,2015,D6,6.9674983
8,2015,D1,4.244066
8,2015,D2,5.672119
8,2015,D3,5.3342
8,2015,D4,6.0409584
8,2015,D5,6.8607745
8,2015,D6,6.808551
9,2015,D1,5.405128
9,2015,D2,5.4085274
9,2015,D3,5.467936
9,2015,D4,6.211486
9,2015,D5,7.0313625
9,2015,D6,6.894715
10,2015,D1,5.8418474
10,2015,D2,5.850977
10,2015,D3,6.946532
10,2015,D4,6.649048
10,2015,D5,6.8936787
10,2015,D6,6.876425
11,2015,D1,4.6079683
11,2015,D2,5.848804
11,2015,D3,5.723064
11,2015,D4,5.420958
11,2015,D5,6.735698
11,2015,D6,6.9214063
12,2015,D1,3.750853
12,2015,D2,4.892289
12,2015,D3,5.6162653
12,2015,D4,5.0420647
12,2015,D5,7.1164517
12,2015,D6,6.3366895
13,2015,D1,4.8075876
13,2015,D2,5.242597
13,2015,D3,5.964963
13,2015,D4,5.8681774
13,2015,D5,6.763148
13,2015,D6,6.8625736
14,2015,D1,5.744875
14,2015,D2,5.520368
14,2015,D3,5.866659
14,2015,D4,5.604619
14,2015,D5,6.882348
14,2015,D6,7.043001
15,2015,D1,5.054007
15,2015,D2,5.219942
15,2015,D3,5.583774
15,2015,D4,4.993017
15,2015,D5,6.5303802
15,2015,D6,6.720777
16,2015,D1,4.6969733
16,2015,D2,5.633615
16,2015,D3,5.296115
16,2015,D4,6.1173716
16,2015,D5,6.7067513
16,2015,D6,7.1152005
17,2015,D1,5.744455
17,2015,D2,5.6572676
17,2015,D3,6.827278
17,2015,D4,5.676352
17,2015,D5,7.506879
17,2015,D6,7.6277146
18,2015,D1,5.1979375
18,2015,D2,5.3263893
18,2015,D3,5.690183
18,2015,D4,5.7191944
18,2015,D5,6.789462
18,2015,D6,6.682907
19,2015,D1,5.5158563
19,2015,D2,5.648189
19,2015,D3,6.204869
19,2015,D4,5.940544
19,2015,D5,7.19122
19,2015,D6,6.917359
20,2015,D1,4.5056415
20,2015,D2,5.1745286
20,2015,D3,4.897899
20,2015,D4,5.5231595
20,2015,D5,6.9892573
20,2015,D6,7.0550795
21,2015,D1,5.1614995
21,2015,D2,5.081197
21,2015,D3,5.590327
21,2015,D4,5.1308537
21,2015,D5,6.5897484
21,2015,D6,7.4928784
22,2015,D1,5.799447
22,2015,D2,5.940236
22,2015,D3,5.972408
22,2015,D4,5.9635153
22,2015,D5,6.800124
22,2015,D6,6.939197
23,2015,D1,4.929575
23,2015,D2,5.769777
23,2015,D3,5.4224463
23,2015,D4,5.8423133
23,2015,D5,6.9245806
23,2015,D6,6.908318
24,2015,D1,5.36307
24,2015,D2,6.121603
24,2015,D3,6.5707955
24,2015,D4,5.8858347
24,2015,D5,7.179751
24,2015,D6,7.003803
25,2015,D1,4.9573336
25,2015,D2,5.481633
25,2015,D3,5.668358
25,2015,D4,6.2693233
25,2015,D5,7.1985097
25,2015,D6,7.452815
26,2015,D1,5.158811
26,2015,D2,5.9418597
26,2015,D3,5.7441654
26,2015,D4,6.415821
26,2015,D5,7.184585
26,2015,D6,7.086823
27,2015,D1,5.2892985
27,2015,D2,5.8993406
27,2015,D3,6.053118
27,2015,D4,5.514982
27,2015,D5,6.914537
27,2015,D6,6.6873417
28,2015,D1,6.4440413
28,2015,D2,7.239541
28,2015,D3,7.505689
28,2015,D4,6.6665397
28,2015,D5,7.30238
28,2015,D6,7.171611
29,2015,D1,4.8688583
29,2015,D2,5.275046
29,2015,D3,6.140071
29,2015,D4,5.9395967
29,2015,D5,7.2056565
29,2015,D6,7.122945
30,2015,D1,5.286868
30,2015,D2,6.020316
30,2015,D3,6.4053698
30,2015,D4,6.6902547
30,2015,D5,6.7386956
30,2015,D6,7.024519
31,2015,D1,4.879218
31,2015,D2,5.3956246
31,2015,D3,5.5822735
31,2015,D4,6.020263
31,2015,D5,6.7120843
31,2015,D6,7.356228
32,2015,D1,5.068375
32,2015,D2,5.476704
32,2015,D3,5.8549466
32,2015,D4,5.5828333
32,2015,D5,7.175151
32,2015,D6,7.530273
33,2015,D1,5.864798
33,2015,D2,5.544469
33,2015,D3,5.519557
33,2015,D4,6.513218
33,2015,D5,6.418558
33,2015,D6,6.665182
34,2015,D1,4.0800033
34,2015,D2,4.6045647
34,2015,D3,5.3916345
34,2015,D4,5.37799
34,2015,D5,5.8951063
34,2015,D6,6.411692
35,2015,D1,4.799209
35,2015,D2,5.645652
35,2015,D3,5.9411736
35,2015,D4,6.111479
35,2015,D5,6.693518
35,2015,D6,6.901805
36,2015,D1,4.6376805
36,2015,D2,5.2144947
36,2015,D3,5.320215
36,2015,D4,5.2811084
36,2015,D5,6.2835417
36,2015,D6,7.0490794
37,2015,D1,4.469908
37,2015,D2,4.6951632
37,2015,D3,5.20008
37,2015,D4,5.546573
37,2015,D5,6.540922
37,2015,D6,6.942085
38,2015,D1,4.430585
38,2015,D2,4.494574
38,2015,D3,5.1707416
38,2015,D4,5.987932
38,2015,D5,6.4166746
38,2015,D6,7.371925
39,2015,D1,4.7315793
39,2015,D2,4.706601
39,2015,D3,5.56927
39,2015,D4,5.584617
39,2015,D5,6.941043
39,2015,D6,7.132246
40,2015,D1,4.380566
40,2015,D2,4.923413
40,2015,D3,5.751386
40,2015,D4,5.106947
40,2015,D5,6.3692856
40,2015,D6,6.775642
41,2015,D1,4.839014
41,2015,D2,5.33186
41,2015,D3,5.480218
41,2015,D4,5.466562
41,2015,D5,6.9015055
41,2015,D6,6.514363
42,2015,D1,4.600323
42,2015,D2,5.2783456
42,2015,D3,5.4351034
42,2015,D4,5.0693445
42,2015,D5,7.02151
42,2015,D6,7.130829
43,2015,D1,4.8411584
43,2015,D2,4.9197335
43,2015,D3,5.013139
43,2015,D4,5.9404216
43,2015,D5,6.376288
43,2015,D6,6.318679
44,2015,D1,4.675669
44,2015,D2,4.9196987
44,2015,D3,5.568984
44,2015,D4,5.2159142
44,2015,D5,6.759224
44,2015,D6,7.0733547
45,2015,D1,4.761776
45,2015,D2,5.6469045
45,2015,D3,5.6988177
45,2015,D4,5.672193
45,2015,D5,7.284407
45,2015,D6,6.3238826
46,2015,D1,4.8388414
46,2015,D2,4.738324
46,2015,D3,5.60659
46,2015,D4,6.5727735
46,2015,D5,6.8024626
46,2015,D6,7.1785717
47,2015,D1,4.2307205
47,2015,D2,5.3868737
47,2015,D3,4.7971625
47,2015,D4,4.869082
47,2015,D5,6.715881
47,2015,D6,6.865167
48,2015,D1,4.7773423
48,2015,D2,5.084137
48,2015,D3,5.6042843
48,2015,D4,5.8992586
48,2015,D5,6.767115
48,2015,D6,7.502705
49,2015,D1,4.3737736
49,2015,D2,5.1840053
49,2015,D3,5.1717033
49,2015,D4,5.692946
49,2015,D5,6.8280635
49,2015,D6,7.219943
50,2015,D1,4.266043
50,2015,D2,5.4145374
50,2015,D3,4.9689507
50,2015,D4,5.1402855
50,2015,D5,7.049416
50,2015,D6,7.384117
51,2015,D1,4.9436717
51,2015,D2,6.2561812
51,2015,D3,6.0293345
51,2015,D4,7.02916
51,2015,D5,7.456484
51,2015,D6,7.2338924
52,2015,D1,4.361555
52,2015,D2,4.9456677
52,2015,D3,5.221514
52,2015,D4,6.1533647
52,2015,D5,6.9578385
52,2015,D6,6.4187675
53,2015,D1,5.123762
53,2015,D2,5.816334
53,2015,D3,5.6560545
53,2015,D4,6.361141
53,2015,D5,7.0097065
53,2015,D6,6.8857
54,2015,D1,4.63258
54,2015,D2,4.803278
54,2015,D3,5.437135
54,2015,D4,7.270696
54,2015,D5,6.6830463
54,2015,D6,6.425289
55,2015,D1,4.5361037
55,2015,D2,5.4803405
55,2015,D3,5.7680945
55,2015,D4,6.5609503
55,2015,D5,6.6372175
55,2015,D6,7.755996
56,2015,D1,5.1620774
56,2015,D2,5.7296906
56,2015,D3,6.2418013
56,2015,D4,6.6826997
56,2015,D5,7.0371127
56,2015,D6,7.05728
57,2015,D1,4.3847084
57,2015,D2,4.823059
57,2015,D3,5.2849216
57,2015,D4,5.8526683
57,2015,D5,6.6524916
57,2015,D6,7.2904425
58,2015,D1,4.6176624
58,2015,D2,4.8182254
58,2015,D3,4.8247075
58,2015,D4,6.4052963
58,2015,D5,6.529671
58,2015,D6,7.2478385
59,2015,D1,5.113498
59,2015,D2,6.136488
59,2015,D3,6.2653637
59,2015,D4,7.2241697
59,2015,D5,7.386451
59,2015,D6,7.21817
60,2015,D1,4.34862
60,2015,D2,4.9768915
60,2015,D3,5.3188615
60,2015,D4,6.295865
60,2015,D5,6.1521826
60,2015,D6,6.6700516
61,2015,D1,4.8876634
61,2015,D2,5.230878
61,2015,D3,5.1611834
61,2015,D4,6.5903873
61,2015,D5,6.4417706
61,2015,D6,6.9579115
62,2015,D1,4.715172
62,2015,D2,4.7790504
62,2015,D3,5.5404134
62,2015,D4,6.4003296
62,2015,D5,6.578458
62,2015,D6,6.9501348
63,2015,D1,4.6055512
63,2015,D2,5.497462
63,2015,D3,5.6770053
63,2015,D4,6.3989363
63,2015,D5,6.8319793
63,2015,D6,6.810348
1,2016,D1,5.339402
1,2016,D2,5.274486
1,2016,D3,4.403687
1,2016,D4,5.823136
1,2016,D5,6.6352673
1,2016,D6,6.4813995
2,2016,D1,5.207546
2,2016,D2,5.4993987
2,2016,D3,4.442169
2,2016,D4,5.5294614
2,2016,D5,7.018959
2,2016,D6,6.6263223
3,2016,D1,5.35149
3,2016,D2,5.446347
3,2016,D3,5.051856
3,2016,D4,5.8969955
3,2016,D5,7.186898
3,2016,D6,6.6783967
4,2016,D1,5.584713
4,2016,D2,5.62771
4,2016,D3,5.0169773
4,2016,D4,5.690065
4,2016,D5,7.3774166
4,2016,D6,7.259056
5,2016,D1,5.7328143
5,2016,D2,5.8939886
5,2016,D3,4.894874
5,2016,D4,5.3356843
5,2016,D5,6.8313103
5,2016,D6,7.03404
6,2016,D1,5.4976783
6,2016,D2,5.1593623
6,2016,D3,4.8732104
6,2016,D4,5.164549
6,2016,D5,7.300868
6,2016,D6,6.680032
7,2016,D1,6.178725
7,2016,D2,6.2296376
7,2016,D3,5.173735
7,2016,D4,5.4395337
7,2016,D5,6.9829993
7,2016,D6,6.982417
8,2016,D1,5.0862694
8,2016,D2,5.1681023
8,2016,D3,4.723731
8,2016,D4,5.861181
8,2016,D5,6.7620716
8,2016,D6,6.9998784
9,2016,D1,6.3995185
9,2016,D2,6.342478
9,2016,D3,4.287098
9,2016,D4,6.4571605
9,2016,D5,7.2800803
9,2016,D6,7.008497
10,2016,D1,5.6112394
10,2016,D2,6.4777436
10,2016,D3,5.591481
10,2016,D4,6.6734605
10,2016,D5,7.3631024
10,2016,D6,6.8160596
11,2016,D1,5.54899
11,2016,D2,6.0494733
11,2016,D3,4.755337
11,2016,D4,6.1764064
11,2016,D5,7.1260214
11,2016,D6,6.7860684
12,2016,D1,5.0910683
12,2016,D2,5.3691306
12,2016,D3,4.330191
12,2016,D4,5.3956456
12,2016,D5,7.2283025
12,2016,D6,6.4618206
13,2016,D1,5.4829307
13,2016,D2,5.4778695
13,2016,D3,4.5279355
13,2016,D4,6.1282315
13,2016,D5,7.104685
13,2016,D6,6.8270144
14,2016,D1,5.7016
14,2016,D2,5.955574
14,2016,D3,5.0741835
14,2016,D4,5.525936
14,2016,D5,7.0683994
14,2016,D6,6.936591
15,2016,D1,5.3376985
15,2016,D2,5.076181
15,2016,D3,4.2613835
15,2016,D4,5.2389445
15,2016,D5,7.0872335
15,2016,D6,6.80452
16,2016,D1,5.64086
16,2016,D2,5.632907
16,2016,D3,4.1721764
16,2016,D4,5.8250327
16,2016,D5,7.155729
16,2016,D6,6.989588
17,2016,D1,6.720573
17,2016,D2,6.487867
17,2016,D3,4.6324744
17,2016,D4,5.720113
17,2016,D5,7.0414143
17,2016,D6,7.426144
18,2016,D1,4.859046
18,2016,D2,4.94476
18,2016,D3,4.924912
18,2016,D4,4.887998
18,2016,D5,6.9384775
18,2016,D6,6.4234233
19,2016,D1,5.944025
19,2016,D2,6.142077
19,2016,D3,5.6809435
19,2016,D4,6.1830707
19,2016,D5,6.9635463
19,2016,D6,7.1150866
20,2016,D1,4.9276786
20,2016,D2,5.410244
20,2016,D3,5.2965937
20,2016,D4,4.7956405
20,2016,D5,7.3031816
20,2016,D6,7.814068
21,2016,D1,6.01601
21,2016,D2,5.9167514
21,2016,D3,5.2750115
21,2016,D4,5.7266946
21,2016,D5,7.146149
21,2016,D6,7.375965
22,2016,D1,6.2415576
22,2016,D2,6.290453
22,2016,D3,4.426697
22,2016,D4,6.358981
22,2016,D5,7.017249
22,2016,D6,7.391198
23,2016,D1,5.5255375
23,2016,D2,5.4860373
23,2016,D3,5.6727324
23,2016,D4,6.122704
23,2016,D5,7.260165
23,2016,D6,6.9442706
24,2016,D1,5.854945
24,2016,D2,6.3331003
24,2016,D3,5.9035993
24,2016,D4,5.676274
24,2016,D5,7.0963807
24,2016,D6,6.8997736
25,2016,D1,5.834318
25,2016,D2,6.3419843
25,2016,D3,4.87709
25,2016,D4,6.062039
25,2016,D5,6.998506
25,2016,D6,7.297383
26,2016,D1,5.4725976
26,2016,D2,6.0151834
26,2016,D3,4.357538
26,2016,D4,6.052792
26,2016,D5,7.1997466
26,2016,D6,7.1794825
27,2016,D1,5.883611
27,2016,D2,5.343555
27,2016,D3,4.9810805
27,2016,D4,5.498677
27,2016,D5,7.251431
27,2016,D6,6.612396
28,2016,D1,6.8092866
28,2016,D2,6.1388373
28,2016,D3,4.905707
28,2016,D4,6.724648
28,2016,D5,7.5147123
28,2016,D6,7.223264
29,2016,D1,6.1614747
29,2016,D2,6.2724457
29,2016,D3,4.9044785
29,2016,D4,6.283563
29,2016,D5,7.669574
29,2016,D6,7.114734
30,2016,D1,5.965748
30,2016,D2,6.079281
30,2016,D3,5.481751
30,2016,D4,6.55964
30,2016,D5,7.108556
30,2016,D6,6.8698883
31,2016,D1,5.102559
31,2016,D2,5.1397104
31,2016,D3,5.244911
31,2016,D4,5.6140356
31,2016,D5,6.7513256
31,2016,D6,7.485588
32,2016,D1,5.2748885
32,2016,D2,6.0238733
32,2016,D3,5.8166337
32,2016,D4,6.1004167
32,2016,D5,7.3365474
32,2016,D6,8.027691
33,2016,D1,5.9114714
33,2016,D2,5.4364357
33,2016,D3,5.118537
33,2016,D4,5.916279
33,2016,D5,6.8168364
33,2016,D6,6.792438
34,2016,D1,5.3360357
34,2016,D2,5.886715
34,2016,D3,5.966983
34,2016,D4,5.7429647
34,2016,D5,7.435493
34,2016,D6,6.422164
35,2016,D1,5.6006627
35,2016,D2,6.1059537
35,2016,D3,4.929651
35,2016,D4,6.6423373
35,2016,D5,7.0131693
35,2016,D6,7.2302284
36,2016,D1,4.6571054
36,2016,D2,5.605434
36,2016,D3,4.638539
36,2016,D4,6.1070256
36,2016,D5,7.038894
36,2016,D6,6.6922426
37,2016,D1,4.8322716
37,2016,D2,4.940207
37,2016,D3,4.4356003
37,2016,D4,5.994659
37,2016,D5,6.9532976
37,2016,D6,7.0896735
38,2016,D1,5.476952
38,2016,D2,5.812203
38,2016,D3,4.694324
38,2016,D4,6.497758
38,2016,D5,7.316427
38,2016,D6,7.42439
39,2016,D1,5.020813
39,2016,D2,5.102129
39,2016,D3,5.2005186
39,2016,D4,5.410277
39,2016,D5,7.071662
39,2016,D6,6.975567
40,2016,D1,5.190382
40,2016,D2,5.15392
40,2016,D3,5.414471
40,2016,D4,5.3664236
40,2016,D5,6.799055
40,2016,D6,6.8789277
41,2016,D1,5.465195
41,2016,D2,5.092511
41,2016,D3,4.85368
41,2016,D4,5.4397445
41,2016,D5,6.9588327
41,2016,D6,6.6510625
